phone_id,brand,model,marketing_name,release_year,release_month,operating_system,os_version,5g_supported,screen_size_inches,screen_resolution,refresh_rate_hz,panel_type,processor_brand,processor_model,core_count,ram_gb,storage_gb,card_slot_available,main_camera_mp,num_rear_cameras,front_camera_mp,battery_capacity_mah,charging_speed_w,wireless_charging,weight_grams,thickness_mm,body_material,water_resistance_rating,original_price_usd,region_market,stock_availability,user_rating,review_count,discounted_price_usd
181086,Samsung,Model_972,Lite 81086,2023,2,Android,17,Yes,6.0,QHD+,120,IPS LCD,Helio,Gen_1,8,12,128,Yes,200,1,8,4000,18,No,229,9.1,Eco-Leather,IP67,1274,Europe,1629,4.4,5909,982.74
216064,Realme,Model_883,Lite 116064,2023,4,Android,14,Yes,5.7,FHD+,120,Super AMOLED,Exynos,Gen_3,8,16,128,No,48,2,50,6000,18,No,220,7.2,Plastic,IP67,1196,Global,126,4.3,7411,900.34
180646,Samsung,Model_874,Lite 80646,2024,3,Android,14,Yes,6.0,FHD+,120,OLED,Helio,Gen_1,8,8,128,Yes,12,4,50,4000,67,No,162,7.9,Plastic,IP68,1485,Europe,1182,3.9,6327,1272.98
105071,Vivo,Model_258,Lite 5071,2024,10,Android,17,Yes,6.5,QHD+,90,Super AMOLED,Exynos,Gen_3,8,8,256,No,64,4,32,6000,67,Yes,223,9.2,Titanium,,1220,MEA,4625,4.5,4665,1017.74
179940,Huawei,Model_823,Pro Max 79940,2025,6,Android,17,Yes,6.7,HD+,120,OLED,MediaTek Dimensity,Gen_1,8,6,256,No,48,1,50,5000,25,No,196,8.9,Glass/Plastic,IP68,451,Europe,3290,3.5,22120,374.89
133479,Vivo,Model_530,Lite 33479,2023,5,Android,15,Yes,5.9,HD+,120,IPS LCD,Tensor,Gen_3,8,8,128,No,50,4,16,4000,45,Yes,202,8.1,Eco-Leather,IP53,1593,Europe,4229,3.6,7032,1477.94
227929,Apple,Model_508,Lite 127929,2025,11,iOS,17,Yes,5.6,QHD+,90,IPS LCD,Apple A-Series,Gen_4,8,8,512,Yes,50,3,12,6000,67,Yes,198,7.9,Eco-Leather,IP53,1096,MEA,1448,4.6,9611,982.21
145094,Samsung,Model_674,Ultra 45094,2025,8,Android,14,Yes,,FHD+,120,AMOLED,MediaTek Dimensity,Gen_1,6,12,512,No,200,3,32,5000,100,No,231,7.8,Glass/Plastic,IP53,573,Europe,3698,3.9,13107,501.69
130371,Samsung,Model_975,Lite 30371,2025,3,Android,16,Yes,6.5,QHD+,120,AMOLED,MediaTek Dimensity,Gen_1,8,12,256,No,48,3,50,5500,100,No,169,7.1,Titanium,IP68,674,Asia,866,3.6,3697,589.34
179885,Samsung,Model_951,Pro Max 79885,2023,3,Android,14,Yes,6.2,QHD+,90,AMOLED,MediaTek Dimensity,Gen_2,8,6,256,No,50,3,8,5000,100,No,175,8.4,Glass/Plastic,IP67,1589,Global,708,4.8,3889,1347.44
105354,Xiaomi,Model_567,Lite 5354,2023,12,Android,16,Yes,6.6,HD+,144,AMOLED,Tensor,Gen_3,4,6,128,No,50,2,8,4000,25,Yes,185,9.1,Eco-Leather,IP53,216,Europe,1175,4.8,12229,164.0
225413,Huawei,Model_760,Lite 125413,2024,7,Android,17,No,6.0,FHD+,144,OLED,MediaTek Dimensity,Gen_3,8,12,128,Yes,64,4,16,5000,120,Yes,233,8.4,Eco-Leather,IP67,919,Europe,2388,3.7,14919,816.49
123594,Motorola,Model_573,Lite 23594,2023,7,Android,15,Yes,5.9,FHD+,120,Super AMOLED,Snapdragon,Gen_3,6,16,128,No,50,1,50,6000,25,No,176,7.4,Glass/Aluminum,IP67,846,MEA,3057,4.7,12490,710.59
159306,Realme,Model_559,Lite 59306,2025,1,Android,16,Yes,5.8,HD+,90,Super AMOLED,Tensor,Gen_1,8,6,128,No,64,2,8,5500,18,Yes,161,8.8,Eco-Leather,IP67,723,MEA,2613,4.9,15879,675.17
173515,Vivo,Model_254,Pro Max 73515,2024,11,Android,17,No,5.9,FHD+,120,Super AMOLED,Apple A-Series,Gen_4,8,6,256,Yes,12,1,8,5000,67,No,197,8.0,Glass/Aluminum,IP53,276,Asia,170,4.2,17102,211.44
229846,Xiaomi,Model_369,Lite 129846,2023,8,Android,16,Yes,6.1,FHD+,120,OLED,Helio,Gen_1,8,8,1024,Yes,48,4,50,5500,120,Yes,220,7.4,Glass/Aluminum,None,1568,MEA,3449,4.4,15548,1230.03
236121,Xiaomi,Model_821,Lite 136121,2023,3,Android,15,Yes,6.6,FHD+,120,IPS LCD,Tensor,Gen_2,4,8,128,No,50,2,8,4500,33,No,239,7.6,Glass/Aluminum,IP68,226,Asia,2005,4.4,3401,177.09
134156,Xiaomi,Model_110,Lite 34156,2024,1,Android,17,No,6.0,FHD+,60,OLED,Helio,Gen_1,6,6,128,No,64,4,12,5000,45,No,218,8.3,Glass/Plastic,IP67,1060,Asia,4079,4.5,5904,811.66
196635,OnePlus,Model_819,Pro Max 96635,2024,8,Android,15,Yes,6.4,QHD+,144,AMOLED,Helio,Gen_2,8,4,1024,Yes,64,3,12,5000,100,No,202,8.0,Plastic,IP68,1103,MEA,150,3.7,17478,989.94
101325,Vivo,Model_834,Pro Max 1325,2026,12,Android,16,Yes,5.9,FHD+,90,OLED,Helio,Gen_1,8,24,256,No,200,4,50,5000,67,No,170,8.7,Glass/Aluminum,IP68,908,Global,2177,4.3,17997,821.07
119574,Apple,Model_583,Lite 19574,2024,5,iOS,17,Yes,6.8,4K,120,AMOLED,Exynos,Gen_2,6,8,256,Yes,50,1,8,5500,18,No,174,9.4,Glass/Aluminum,IP68,1065,MEA,141,4.3,23176,813.74
160830,OnePlus,Model_571,Pro Max 60830,2024,4,Android,16,Yes,6.7,FHD+,144,IPS LCD,Snapdragon,Gen_4,8,12,64,Yes,108,4,50,6000,67,No,237,8.9,Glass/Plastic,IP53,1187,North America,2682,4.0,24364,914.71
105874,OnePlus,Model_224,Lite 5874,2025,7,Android,14,Yes,,HD+,120,Super AMOLED,Helio,Gen_2,6,8,128,Yes,108,2,50,5000,67,No,191,8.7,Glass/Plastic,IP68,1308,MEA,1164,4.4,12011,1193.46
171026,Google,Model_772,Lite 71026,2024,12,Android,17,Yes,5.9,FHD+,120,IPS LCD,Tensor,Gen_1,8,12,128,Yes,64,1,32,4000,120,No,192,8.4,Titanium,IP53,352,MEA,132,4.5,1643,288.67
104204,Vivo,Model_102,Lite 4204,2025,5,Android,15,No,6.2,FHD+,120,Super AMOLED,Snapdragon,Gen_1,8,8,128,No,50,1,16,6000,100,No,232,7.6,Plastic,IP53,330,MEA,3312,4.5,5983,291.17
143609,Google,Model_504,Lite 43609,2024,6,Android,14,Yes,5.9,FHD+,120,Super AMOLED,Tensor,Gen_4,8,6,256,Yes,64,3,16,4000,33,Yes,179,8.3,Plastic,IP67,564,Global,2552,4.4,17805,510.41
161016,Motorola,Model_541,Lite 61016,2023,2,Android,16,Yes,6.8,HD+,90,OLED,Exynos,Gen_4,8,12,128,Yes,64,3,50,5000,45,No,187,9.1,Eco-Leather,None,1372,North America,690,3.9,19377,1038.28
160354,Realme,Model_320,Ultra 60354,2025,4,Android,16,Yes,5.5,HD+,120,OLED,Apple A-Series,Gen_4,8,8,128,No,48,1,32,5000,100,No,213,7.8,Glass/Aluminum,None,1302,Global,1771,4.7,23985,1100.46
102513,Xiaomi,Model_533,Ultra 2513,2024,5,Android,17,Yes,5.8,FHD+,120,IPS LCD,Tensor,Gen_3,4,4,256,Yes,50,2,8,6000,25,Yes,215,8.8,Titanium,None,1539,MEA,4520,3.5,7973,1281.22
138587,Google,Model_980,Lite 38587,2023,7,Android,15,Yes,6.5,FHD+,120,Super AMOLED,Tensor,Gen_1,4,16,128,Yes,50,2,16,5500,120,No,184,8.0,Plastic,IP67,992,Global,2642,4.3,3400,840.23
107820,Samsung,Model_793,Pro Max 7820,2024,8,Android,15,No,5.6,QHD+,90,AMOLED,Helio,Gen_4,4,12,256,No,48,1,50,4000,120,No,195,8.7,Eco-Leather,IP68,996,MEA,950,4.4,20983,852.31
226387,Realme,Model_588,Lite 126387,2024,9,Android,15,Yes,6.5,FHD+,120,OLED,Apple A-Series,Gen_1,8,6,128,No,200,1,12,5000,33,Yes,236,8.7,Eco-Leather,,1371,Global,179,4.8,14058,1195.22
156266,OnePlus,Model_601,Ultra 56266,2023,4,Android,16,No,6.8,FHD+,60,Super AMOLED,Exynos,Gen_4,8,8,128,Yes,12,1,12,5000,67,Yes,221,8.4,Glass/Plastic,None,184,Europe,1865,4.6,12465,157.32
141480,Vivo,Model_951,Pro Max 41480,2025,6,Android,15,Yes,5.5,FHD+,90,Super AMOLED,Exynos,Gen_1,6,12,128,No,50,3,50,5000,18,No,202,9.5,Plastic,IP53,560,Europe,4882,3.5,3569,473.68
224748,Motorola,Model_561,Lite 124748,2025,3,Android,14,Yes,5.6,FHD+,120,IPS LCD,Exynos,Gen_3,8,12,1024,Yes,48,1,8,5500,33,No,180,9.0,Eco-Leather,IP68,1267,MEA,2191,3.6,13246,955.31
178652,OnePlus,Model_713,Ultra 78652,2025,5,Android,14,Yes,6.1,FHD+,60,AMOLED,Exynos,Gen_2,8,8,256,No,64,1,32,5500,33,No,207,8.2,Glass/Aluminum,IP53,884,MEA,1089,4.8,24558,763.46
122619,Huawei,Model_109,Lite 22619,2025,12,Android,17,No,6.2,FHD+,120,Super AMOLED,Exynos,Gen_3,8,12,128,No,50,2,50,5500,100,No,235,7.4,Glass/Plastic,IP68,731,Asia,4068,4.8,22523,676.37
220634,Vivo,Model_168,Lite 120634,2024,7,Android,14,Yes,6.2,HD+,120,AMOLED,,Gen_2,4,12,256,Yes,12,4,12,6000,67,Yes,164,7.2,Glass/Aluminum,None,994,Asia,1546,4.2,2842,788.18
150884,Oppo,Model_379,Lite 50884,2025,12,Android,16,No,,HD+,90,IPS LCD,MediaTek Dimensity,Gen_4,8,8,64,No,64,3,32,5000,33,No,235,7.0,Plastic,None,498,Global,4981,4.1,11912,385.86
210119,Samsung,Model_213,Lite 110119,2024,7,Android,17,No,,HD+,90,IPS LCD,Helio,Gen_2,8,6,64,Yes,12,2,16,4000,100,No,199,9.1,Glass/Plastic,,1317,Europe,1786,5.0,17708,1004.38
143433,Huawei,Model_653,Lite 43433,2025,1,Android,17,No,6.6,QHD+,120,AMOLED,Tensor,Gen_3,8,8,256,No,12,2,32,5500,120,Yes,204,8.0,Eco-Leather,IP68,723,Asia,3616,4.7,20741,675.42
248143,Apple,Model_685,Lite 148143,2024,4,iOS,14,Yes,6.9,FHD+,120,OLED,Tensor,Gen_2,8,8,128,Yes,64,3,8,6000,25,No,239,7.6,Eco-Leather,IP67,1117,Global,3571,3.9,17710,928.91
120733,Realme,Model_990,Lite 20733,2024,4,Android,16,Yes,6.2,FHD+,120,AMOLED,Helio,Gen_2,8,16,64,No,108,1,50,4500,33,Yes,203,9.0,Glass/Aluminum,None,1597,MEA,4887,3.7,24067,1337.1
142246,Vivo,Model_133,Lite 42246,2023,8,Android,14,Yes,6.1,FHD+,120,AMOLED,Snapdragon,Gen_1,8,12,256,Yes,48,2,16,6000,25,No,160,8.0,Glass/Aluminum,IP67,636,Asia,1766,3.6,12915,493.27
180678,Apple,Model_296,Lite 80678,2024,4,iOS,17,Yes,5.9,FHD+,90,IPS LCD,MediaTek Dimensity,Gen_1,8,8,512,Yes,64,3,16,5000,25,No,213,9.0,Titanium,IP68,476,Global,2393,4.5,21302,418.4
156817,OnePlus,Model_733,Lite 56817,2025,4,Android,15,No,6.3,HD+,120,Super AMOLED,Exynos,Gen_4,8,6,128,Yes,48,4,16,4000,33,No,161,7.6,Glass/Plastic,IP67,1198,MEA,3254,4.4,14646,936.73
195898,Google,Model_992,Lite 95898,2023,5,Android,16,Yes,6.5,FHD+,120,AMOLED,MediaTek Dimensity,Gen_2,8,8,64,Yes,50,2,16,5000,33,No,224,8.3,Titanium,IP67,548,Europe,3789,,17660,423.0
226002,Samsung,Model_972,Lite 126002,2023,9,Android,17,Yes,6.7,HD+,120,AMOLED,Exynos,Gen_1,8,8,256,Yes,12,4,50,5500,67,Yes,160,7.2,Eco-Leather,None,1165,North America,3183,4.0,1113,1023.29
209663,Motorola,Model_417,Lite 109663,2025,4,Android,17,Yes,5.9,QHD+,120,AMOLED,Snapdragon,Gen_2,8,6,256,No,64,4,8,4500,67,Yes,207,7.8,Eco-Leather,IP68,1113,Global,321,4.0,9263,1053.95
153190,Oppo,Model_215,Pro Max 53190,2025,1,Android,17,No,6.9,FHD+,120,Super AMOLED,Snapdragon,Gen_4,8,8,128,Yes,12,3,12,5000,100,No,231,8.1,Plastic,IP67,942,MEA,1329,3.5,1882,876.88
171766,OnePlus,Model_669,Lite 71766,2024,1,Android,16,Yes,6.5,FHD+,120,Super AMOLED,Snapdragon,Gen_2,6,8,128,Yes,64,2,16,4000,18,No,216,7.5,Glass/Aluminum,IP67,1116,Global,973,3.6,844,1042.38
202085,Motorola,Model_299,Pro Max 102085,2024,5,Android,16,Yes,6.5,FHD+,60,OLED,Apple A-Series,Gen_2,8,8,64,No,64,2,8,4000,120,No,212,9.5,Plastic,IP53,157,MEA,1694,4.6,20523,118.57
183815,Realme,Model_384,Pro Max 83815,2025,4,Android,15,Yes,5.9,HD+,144,AMOLED,Apple A-Series,Gen_4,8,6,256,Yes,48,2,32,5500,100,Yes,179,8.6,Plastic,IP67,1038,Asia,597,4.9,20662,816.93
113592,Google,Model_885,Lite 13592,2024,11,Android,17,Yes,6.8,QHD+,120,OLED,Helio,Gen_4,8,4,128,No,108,2,12,5000,45,Yes,205,7.9,Eco-Leather,IP53,1306,North America,1039,4.6,3874,991.25
163097,Samsung,Model_514,Lite 63097,2026,8,Android,17,Yes,6.9,4K,120,IPS LCD,Snapdragon,Gen_2,8,8,512,No,50,4,8,6000,18,No,160,7.2,Eco-Leather,IP53,345,Asia,3508,4.1,19449,277.44
200714,Xiaomi,Model_521,Lite 100714,2023,2,Android,14,Yes,,FHD+,90,IPS LCD,Tensor,Gen_3,8,12,256,Yes,50,4,32,5500,25,No,228,8.2,Eco-Leather,IP67,876,MEA,498,4.2,24221,701.05
235309,Vivo,Model_841,Lite 135309,2024,7,Android,16,Yes,6.3,FHD+,120,OLED,Snapdragon,Gen_1,8,8,256,Yes,12,4,50,4000,45,No,191,8.1,Plastic,IP68,1174,MEA,4131,3.7,11387,941.87
208517,Oppo,Model_124,Lite 108517,2025,10,Android,15,Yes,6.9,QHD+,60,OLED,Apple A-Series,Gen_4,8,8,128,Yes,200,4,32,5500,120,No,183,7.4,Glass/Plastic,IP53,220,MEA,1324,3.6,14193,204.36
195966,Apple,Model_984,Lite 95966,2024,10,iOS,15,Yes,5.7,FHD+,120,Super AMOLED,Helio,Gen_1,8,8,128,No,108,4,8,6000,67,No,233,8.8,Glass/Plastic,IP53,513,Europe,4676,4.0,22773,393.72
168458,Motorola,Model_359,Lite 68458,2026,8,Android,17,Yes,6.5,FHD+,144,Super AMOLED,Snapdragon,Gen_2,8,8,512,No,64,2,8,6000,45,No,186,7.1,Glass/Aluminum,IP68,676,North America,4082,3.9,24699,574.04
109789,Motorola,Model_629,Lite 9789,2025,6,Android,16,Yes,6.0,FHD+,90,AMOLED,Snapdragon,Gen_3,8,8,512,Yes,200,3,8,5500,18,No,161,8.8,Eco-Leather,None,373,Global,1158,4.2,9819,313.33
209964,Oppo,Model_451,Lite 109964,2023,4,Android,16,Yes,6.3,HD+,120,OLED,MediaTek Dimensity,Gen_1,6,12,512,No,200,4,50,5000,25,No,217,8.8,Glass/Aluminum,IP53,1499,Europe,2647,4.0,13348,1216.73
185144,OnePlus,Model_760,Lite 85144,2025,1,Android,14,Yes,6.4,FHD+,120,Super AMOLED,Snapdragon,Gen_4,8,8,128,Yes,108,3,12,4500,33,No,207,7.6,Plastic,IP68,465,MEA,718,4.1,22181,432.93
122364,Realme,Model_872,Lite 22364,2025,2,Android,14,Yes,5.6,FHD+,120,Super AMOLED,Helio,Gen_3,8,8,128,Yes,64,3,12,6000,18,No,184,8.1,Titanium,IP67,669,Global,113,4.7,10532,570.31
106872,Samsung,Model_165,Lite 6872,2025,6,Android,14,No,5.8,HD+,120,IPS LCD,Snapdragon,Gen_3,8,6,512,Yes,12,2,50,4500,120,No,206,9.0,Titanium,IP67,1372,Europe,3648,4.1,1148,1261.24
192189,Realme,Model_727,Lite 92189,2023,10,Android,15,No,6.6,FHD+,120,IPS LCD,Apple A-Series,Gen_4,8,4,256,Yes,50,1,8,5500,25,Yes,167,8.2,Titanium,None,1018,MEA,2989,3.9,21174,794.52
238614,Google,Model_735,Ultra 138614,2026,5,Android,16,No,5.7,HD+,90,AMOLED,Exynos,Gen_4,6,6,256,No,12,4,50,4000,18,Yes,185,8.9,Titanium,IP67,700,Global,4604,4.7,5801,544.96
241226,Realme,Model_568,Lite 141226,2025,12,Android,17,Yes,6.7,QHD+,60,Super AMOLED,Snapdragon,Gen_3,8,8,64,No,12,2,8,5500,45,Yes,170,7.1,Plastic,None,1129,Asia,2145,4.6,14003,879.42
167576,Google,Model_393,Lite 67576,2023,5,Android,14,No,5.9,QHD+,90,Super AMOLED,MediaTek Dimensity,Gen_4,8,8,1024,No,200,1,16,5500,120,No,164,8.9,Glass/Plastic,,482,MEA,1025,3.9,16076,374.44
133104,Oppo,Model_135,Lite 33104,2024,6,Android,14,Yes,6.2,FHD+,90,AMOLED,Helio,Gen_1,6,8,256,Yes,12,3,16,5000,33,No,201,8.1,Glass/Plastic,IP67,1362,Global,4438,3.6,21534,1168.02
115186,Huawei,Model_352,Lite 15186,2025,2,Android,16,Yes,5.9,FHD+,120,Super AMOLED,Helio,Gen_4,6,8,512,No,200,1,50,5500,67,Yes,205,8.5,Glass/Plastic,None,1428,North America,4588,4.3,8509,1346.72
198570,Google,Model_687,Pro Max 98570,2025,9,Android,14,Yes,,HD+,90,AMOLED,Exynos,Gen_2,8,8,128,No,48,1,32,4500,100,Yes,177,8.4,Titanium,IP53,595,MEA,2641,4.7,3676,496.48
239556,Motorola,Model_860,Lite 139556,2024,10,Android,16,Yes,5.6,HD+,120,Super AMOLED,Helio,Gen_1,8,12,256,Yes,64,4,50,6000,33,No,215,7.7,Glass/Aluminum,None,1044,Asia,550,4.5,6573,821.54
227477,OnePlus,Model_989,Ultra 127477,2025,10,Android,17,Yes,5.7,FHD+,120,IPS LCD,Helio,Gen_1,8,8,256,No,12,2,8,4000,120,No,194,9.3,Eco-Leather,None,747,Global,2079,4.6,7858,683.0
199870,Huawei,Model_734,Pro Max 99870,2025,10,Android,17,No,6.5,FHD+,120,Super AMOLED,Helio,Gen_3,8,8,256,Yes,64,1,32,5000,120,Yes,184,7.6,Glass/Aluminum,IP53,1532,North America,962,4.6,22613,1390.58
179894,OnePlus,Model_146,Lite 79894,2025,4,Android,14,Yes,5.9,FHD+,120,OLED,Tensor,Gen_1,8,16,128,No,48,4,16,5000,33,No,180,9.2,Glass/Aluminum,None,972,North America,4754,4.3,7592,734.89
211859,Realme,Model_731,Lite 111859,2025,3,Android,17,Yes,6.4,QHD+,120,AMOLED,Apple A-Series,Gen_3,4,16,128,Yes,50,4,8,6000,25,No,198,8.5,Eco-Leather,IP67,411,Global,1903,3.5,10007,351.07
141191,Realme,Model_306,Lite 41191,2023,1,Android,16,Yes,6.5,HD+,60,AMOLED,Snapdragon,Gen_1,8,8,64,No,108,3,8,5000,45,No,167,8.7,Titanium,IP53,888,North America,1069,3.8,9320,746.85
109461,Vivo,Model_493,Lite 9461,2024,1,Android,17,Yes,6.7,FHD+,120,OLED,Tensor,Gen_1,8,12,512,Yes,200,4,8,4000,45,No,233,7.7,Plastic,IP67,294,North America,3768,4.0,15699,253.26
149311,Oppo,Model_962,Lite 49311,2024,3,Android,17,Yes,6.4,HD+,60,Super AMOLED,Helio,Gen_2,8,16,128,No,50,4,32,5000,18,No,185,8.7,Glass/Plastic,IP67,157,Europe,1296,3.5,21718,120.64
151937,Vivo,Model_264,Lite 51937,2025,12,Android,17,No,5.9,FHD+,120,OLED,Snapdragon,Gen_1,8,6,128,No,12,4,8,6000,67,No,208,8.3,Glass/Plastic,IP53,1293,MEA,3320,4.1,11131,1097.92
222208,Apple,Model_656,Lite 122208,2026,12,iOS,16,Yes,5.9,HD+,90,AMOLED,MediaTek Dimensity,Gen_3,4,16,256,Yes,200,1,8,5000,18,No,180,8.4,Titanium,IP67,257,Asia,4455,4.1,15602,220.06
